Date,sulfate,nitrate,ID
1/1/2003,NA,NA,70
1/2/2003,NA,NA,70
1/3/2003,3.82,0.494,70
1/4/2003,NA,NA,70
1/5/2003,NA,NA,70
1/6/2003,NA,NA,70
1/7/2003,NA,NA,70
1/8/2003,NA,NA,70
1/9/2003,3.1,0.452,70
1/10/2003,NA,NA,70
1/11/2003,NA,NA,70
1/12/2003,NA,NA,70
1/13/2003,NA,NA,70
1/14/2003,NA,NA,70
1/15/2003,NA,NA,70
1/16/2003,NA,NA,70
1/17/2003,NA,NA,70
1/18/2003,NA,NA,70
1/19/2003,NA,NA,70
1/20/2003,NA,NA,70
1/21/2003,NA,NA,70
1/22/2003,NA,NA,70
1/23/2003,NA,NA,70
1/24/2003,NA,NA,70
1/25/2003,NA,NA,70
1/26/2003,NA,NA,70
1/27/2003,3.73,0.69,70
1/28/2003,NA,NA,70
1/29/2003,NA,NA,70
1/30/2003,NA,NA,70
1/31/2003,NA,NA,70
2/1/2003,NA,NA,70
2/2/2003,NA,NA,70
2/3/2003,NA,NA,70
2/4/2003,NA,NA,70
2/5/2003,NA,NA,70
2/6/2003,NA,NA,70
2/7/2003,NA,NA,70
2/8/2003,NA,NA,70
2/9/2003,NA,NA,70
2/10/2003,NA,NA,70
2/11/2003,NA,NA,70
2/12/2003,NA,NA,70
2/13/2003,NA,NA,70
2/14/2003,NA,NA,70
2/15/2003,NA,NA,70
2/16/2003,NA,NA,70
2/17/2003,NA,NA,70
2/18/2003,NA,NA,70
2/19/2003,NA,NA,70
2/20/2003,NA,NA,70
2/21/2003,NA,NA,70
2/22/2003,NA,NA,70
2/23/2003,NA,NA,70
2/24/2003,NA,NA,70
2/25/2003,NA,NA,70
2/26/2003,NA,NA,70
2/27/2003,NA,NA,70
2/28/2003,NA,NA,70
3/1/2003,NA,NA,70
3/2/2003,NA,NA,70
3/3/2003,NA,NA,70
3/4/2003,NA,NA,70
3/5/2003,1.35,0.4,70
3/6/2003,NA,NA,70
3/7/2003,NA,NA,70
3/8/2003,NA,NA,70
3/9/2003,NA,NA,70
3/10/2003,1.27,0.409,70
3/11/2003,NA,NA,70
3/12/2003,NA,NA,70
3/13/2003,NA,NA,70
3/14/2003,NA,NA,70
3/15/2003,NA,NA,70
3/16/2003,0.441,0.198,70
3/17/2003,NA,NA,70
3/18/2003,NA,NA,70
3/19/2003,NA,NA,70
3/20/2003,NA,NA,70
3/21/2003,NA,NA,70
3/22/2003,NA,NA,70
3/23/2003,NA,NA,70
3/24/2003,NA,NA,70
3/25/2003,NA,NA,70
3/26/2003,NA,NA,70
3/27/2003,NA,NA,70
3/28/2003,NA,NA,70
3/29/2003,NA,NA,70
3/30/2003,NA,NA,70
3/31/2003,NA,NA,70
4/1/2003,NA,NA,70
4/2/2003,NA,NA,70
4/3/2003,1.52,0.56,70
4/4/2003,NA,NA,70
4/5/2003,NA,NA,70
4/6/2003,NA,NA,70
4/7/2003,NA,NA,70
4/8/2003,NA,NA,70
4/9/2003,NA,NA,70
4/10/2003,NA,NA,70
4/11/2003,NA,NA,70
4/12/2003,NA,NA,70
4/13/2003,NA,NA,70
4/14/2003,NA,NA,70
4/15/2003,NA,NA,70
4/16/2003,NA,NA,70
4/17/2003,NA,NA,70
4/18/2003,NA,NA,70
4/19/2003,NA,NA,70
