Date,sulfate,nitrate,ID
1/1/2001,NA,NA,72
1/2/2001,NA,NA,72
1/3/2001,NA,NA,72
1/4/2001,NA,NA,72
1/5/2001,NA,NA,72
1/6/2001,NA,NA,72
1/7/2001,NA,NA,72
1/8/2001,NA,NA,72
1/9/2001,NA,NA,72
1/10/2001,NA,NA,72
1/11/2001,NA,NA,72
1/12/2001,NA,NA,72
1/13/2001,NA,NA,72
1/14/2001,NA,NA,72
1/15/2001,NA,NA,72
1/16/2001,NA,NA,72
1/17/2001,NA,NA,72
1/18/2001,NA,NA,72
1/19/2001,NA,NA,72
1/20/2001,NA,NA,72
1/21/2001,NA,NA,72
1/22/2001,NA,NA,72
1/23/2001,NA,NA,72
1/24/2001,NA,NA,72
1/25/2001,NA,NA,72
1/26/2001,NA,NA,72
1/27/2001,NA,NA,72
1/28/2001,NA,NA,72
1/29/2001,NA,NA,72
1/30/2001,NA,NA,72
1/31/2001,NA,NA,72
2/1/2001,NA,NA,72
2/2/2001,NA,NA,72
2/3/2001,NA,NA,72
2/4/2001,NA,NA,72
2/5/2001,NA,NA,72
2/6/2001,NA,NA,72
2/7/2001,NA,NA,72
2/8/2001,NA,NA,72
2/9/2001,NA,NA,72
2/10/2001,NA,NA,72
2/11/2001,NA,NA,72
2/12/2001,NA,NA,72
2/13/2001,NA,NA,72
2/14/2001,NA,NA,72
2/15/2001,NA,NA,72
2/16/2001,NA,NA,72
2/17/2001,NA,NA,72
2/18/2001,NA,NA,72
2/19/2001,NA,NA,72
2/20/2001,NA,NA,72
2/21/2001,NA,NA,72
2/22/2001,NA,NA,72
2/23/2001,NA,NA,72
2/24/2001,NA,NA,72
2/25/2001,NA,NA,72
2/26/2001,NA,NA,72
2/27/2001,NA,NA,72
2/28/2001,NA,NA,72
3/1/2001,NA,NA,72
3/2/2001,NA,NA,72
3/3/2001,NA,NA,72
3/4/2001,NA,NA,72
3/5/2001,NA,NA,72
3/6/2001,NA,NA,72
3/7/2001,NA,NA,72
3/8/2001,NA,NA,72
3/9/2001,NA,NA,72
3/10/2001,NA,NA,72
3/11/2001,NA,NA,72
3/12/2001,NA,NA,72
3/13/2001,NA,NA,72
3/14/2001,NA,NA,72
3/15/2001,NA,NA,72
3/16/2001,NA,NA,72
3/17/2001,NA,NA,72
3/18/2001,NA,NA,72
3/19/2001,NA,NA,72
3/20/2001,NA,NA,72
3/21/2001,NA,NA,72
3/22/2001,NA,NA,72
3/23/2001,NA,NA,72
3/24/2001,NA,NA,72
3/25/2001,NA,NA,72
3/26/2001,NA,NA,72
3/27/2001,NA,NA,72
3/28/2001,NA,NA,72
3/29/2001,NA,NA,72
3/30/2001,NA,NA,72
3/31/2001,NA,NA,72
4/1/2001,NA,NA,72
4/2/2001,NA,NA,72
4/3/2001,NA,NA,72
4/4/2001,NA,NA,72
4/5/2001,NA,NA,72
4/6/2001,NA,NA,72
4/7/2001,NA,NA,72
4/8/2001,NA,NA,72
4/9/2001,NA,NA,72
4/10/2001,NA,NA,72
4/11/2001,NA,NA,72
4/12/2001,NA,NA,72
4/13/2001,NA,NA,72
4/14/2001,NA,NA,72
4/15/2001,NA,NA,72
4/16/2001,NA,NA,72
4/17/2001,NA,NA,72
4/18/2001,NA,NA,72
4/19/2001,NA,NA,72
4/20/2001,NA,NA,72
4/21/2001,NA,NA,72
4/22/2001,NA,NA,72
4/23/2001,NA,NA,72
4/24/2001,NA,NA,72
4/25/2001,NA,NA,72
4/26/2001,NA,NA,72
4/27/2001,NA,NA,72
4/28/2001,NA,NA,72
4/29/2001,NA,NA,72
4/30/2001,NA,NA,72
5/1/2001,NA,NA,72
5/2/2001,NA,NA,72
5/3/2001,NA,NA,72
5/4/2001,NA,NA,72
5/5/2001,NA,NA,72
5/6/2001,NA,NA,72
5/7/2001,NA,NA,72
5/8/2001,NA,NA,72
5/9/2001,NA,NA,72
5/10/2001,NA,NA,72
5/11/2001,NA,NA,72
5/12/2001,NA,NA,72
5/13/2001,NA,NA,72
5/14/2001,NA,NA,72
5/15/2001,NA,NA,72
5/16/2001,NA,NA,72
5/17/2001,NA,NA,72
5/18/2001,NA,NA,72
5/19/2001,NA,NA,72
5/20/2001,NA,NA,72
5/21/2001,NA,NA,72
5/22/2001,NA,NA,72
5/23/2001,NA,NA,72
5/24/2001,NA,NA,72
5/25/2001,NA,NA,72
5/26/2001,NA,NA,72
5/27/2001,NA,NA,72
5/28/2001,NA,NA,72
5/29/2001,NA,NA,72
5/30/2001,NA,NA,72
5/31/2001,NA,NA,72
6/1/2001,NA,NA,72
6/2/2001,NA,NA,72
6/3/2001,NA,NA,72
6/4/2001,NA,NA,72
6/5/2001,NA,NA,72
6/6/2001,NA,NA,72
6/7/2001,NA,NA,72
6/8/2001,NA,NA,72
6/9/2001,NA,NA,72
6/10/2001,NA,NA,72
6/11/2001,NA,NA,72
6/12/2001,NA,NA,72
6/13/2001,NA,NA,72
6/14/2001,NA,NA,72
6/15/2001,NA,NA,72
6/16/2001,NA,NA,72
6/17/2001,NA,NA,72
6/18/2001,NA,NA,72
6/19/2001,NA,NA,72
6/20/2001,NA,NA,72
6/21/2001,NA,NA,72
6/22/2001,NA,NA,72
6/23/2001,NA,NA,72
6/24/2001,NA,NA,72
